Original_SMILES,R1,R2,R3,R4,cellv
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)(C)C#N)C=NC=C1,CN1CCN([*:1])CC1,[H][*:2],CC(C)(C#N)[*:3],[H][*:4],10.57181222
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2CCNC2)C=CN=C1,C1C[C@H](O[*:1])CN1,[H][*:2],Cl[*:3],[H][*:4],10.55884347
CN1CC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],10.55295548
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCC2)C1,F[*:2],F[*:3],[H][*:4],10.49157645
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCCCC2)C1,F[*:2],F[*:3],[H][*:4],10.43413703
CN1CCN(CC1)C(=O)N1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)N2CCC([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],10.43295472
CCN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],10.420470199999999
CN1C2CCC1CN(C2)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1C2CCC1CN(C(=O)C1CCN([*:1])CC1)C2,F[*:2],F[*:3],[H][*:4],10.40116534
CN1CCOC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)C1,CN1CCOC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],10.38009425
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CNCCO2)C(F)=CN=C1,O=C(C1CNCCO1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],10.31650407
CN1CCN(CC1)C(=O)C1(CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F)C#N,CN1CCN(C(=O)C2(C#N)CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],10.26887629
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],10.25805895
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1CCC1,C1CC(N2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],10.24863656
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCCC3C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCCC2C1,F[*:2],F[*:3],[H][*:4],10.22946584
CN1CCN(CC11CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC12CC2,F[*:2],F[*:3],[H][*:4],10.20222569
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCNC2)C=CN=C1,C1CNC[C@@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],10.18327427
CN1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],10.16692356
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC[NH+]([O-])CC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC[NH+]([O-])CC1,F[*:2],F[*:3],[H][*:4],10.16651765
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCC[C@H]2C1,C1C[C@H]2CN([*:1])CCN2C1,[H][*:2],F[*:3],[H][*:4],10.15715977
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3CCC(C2)N3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2CCC(C1)N2,F[*:2],F[*:3],[H][*:4],10.11282073
CN1CCC[C@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC[C@H]1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],10.06577629
CN1CCC[C@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC[C@H]1C(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],10.0220927
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3CCN(CC3C2)C2COC2)C(Cl)=CN=C1,C1OCC1N1CCN2CCN([*:1])CC2C1,Cl[*:2],F[*:3],[H][*:4],10.00779558
CN1CCN(CC1)C(=O)C1(C)CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2(C)CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],9.991343837
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2COC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2COC2)CC1,F[*:2],F[*:3],[H][*:4],9.980108439
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,Cl[*:2],F[*:3],[H][*:4],9.896433296
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC[C@@H](C2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC[C@H](N2CCCC2)C1,F[*:2],F[*:3],[H][*:4],9.891691726
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1C2,F[*:2],F[*:3],[H][*:4],9.842721463
CN1CCN(CC1)C(=O)[C@@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)[C@H]2CC[C@@H](O[*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],9.821602679
C[C@H]1CN(CCN1C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1C,F[*:2],F[*:3],[H][*:4],9.811327644
CCN1CCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],9.796252651
CN1CCN2CCN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN2CCN([*:1])CC2C1,F[*:2],F[*:3],[H][*:4],9.795791721
CC1(C)CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(C)CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],9.773941188
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(C2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCCC2)C1,F[*:2],F[*:3],[H][*:4],9.742007989
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCS(=O)CC1,O=S1CCN(C2CCN([*:1])CC2)CC1,[H][*:2],Cl[*:3],[H][*:4],9.720852401
CN(C)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)C1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],9.718574834
CN1CC(C1)N1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(N2CCN(C(=O)C3CCN([*:1])CC3)CC2)C1,F[*:2],F[*:3],[H][*:4],9.701126568
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CC[C@@H]2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CC[C@@H]1C2,F[*:2],F[*:3],[H][*:4],9.657063493999999
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)N1CCN2CCC1CC2,O=S(=O)(N1CCN([*:1])CC1)N1CCN2CCC1CC2,[H][*:2],F[*:3],[H][*:4],9.646839893
CC(C)(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(C=CN=C3)N3CCN(CC3)C3COC3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,[H][*:2],CC(C)(C#N)[*:3],[H][*:4],9.625764758999999
CN1CCC(CC1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(NC(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],9.620078374
CN1CC(C1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC(OC2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],9.540403082000001
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)[C@@H]2CCOC2)C(=CN=C1)C1CC1,C1C[C@@H](N2CCN([*:1])CC2)CO1,C1CC1[*:2],F[*:3],[H][*:4],9.460308735
CN1CCC(CC1)S(=O)(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(S(=O)(=O)N2CCN([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],9.382520685
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CC(F)(F)C1,FC1(F)CN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],9.312088188999999
CN(C)CC1(O)CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CC1(O)CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],9.303748859
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2COC2)C(=CN=C1)C1CC1,C1OCC1N1CCN([*:1])CC1,C1CC1[*:2],F[*:3],[H][*:4],9.291313945
C[C@@H]1CN(CCN1C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1)C1(C)COC1,C[C@@H]1CN(C2(C)COC2)CCN1[*:1],[H][*:2],Cl[*:3],[H][*:4],9.242580744
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)[C@H]2CCOC2)C(=CN=C1)C1CC1,C1C[C@H](N2CCN([*:1])CC2)CO1,C1CC1[*:2],F[*:3],[H][*:4],9.22407305
CCN1CCCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],9.196235139
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CC[C@H]2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CC[C@H]1C2,F[*:2],F[*:3],[H][*:4],9.190658771
NC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,NC1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],9.189377097000001
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)CN2CCC2)C(F)=CN=C1,O=C(CN1CCC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],9.187959368
COC1CN(C1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COC1CN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],9.139730474
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCC[C@H]2C1,C1C[C@H]2CN([*:1])CCN2C1,[H][*:2],Cl[*:3],[H][*:4],9.124838602
C[C@@H]1CN(CCN1C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1C,F[*:2],F[*:3],[H][*:4],9.084453985
CN1CCN(CC1(C)C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1(C)C,F[*:2],F[*:3],[H][*:4],9.074017795
CN1CCCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],9.05869539
CN(C1CCN(C)CC1)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(N(C)S(=O)(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],9.048354899
CC(C)(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(N4CCN(CC4)C4COC4)C(F)=CN=C3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,F[*:2],CC(C)(C#N)[*:3],[H][*:4],9.047117141000001
CN1CC2CN(CC2C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC2CN(C(=O)C3CCN([*:1])CC3)CC2C1,F[*:2],F[*:3],[H][*:4],9.042870967
CC(C)N1CCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)N1CCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],8.99046401
CC1(COC1)N1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(N2CCN(C(=O)C3CCN([*:1])CC3)CC2)COC1,F[*:2],F[*:3],[H][*:4],8.980680402
CN1CCN(CC1)C(=O)C1=NC(C)=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nc(C(=O)N2CCN(C)CC2)ccc1[*:1],[H][*:2],F[*:3],[H][*:4],8.962926579
CN1CCN(CC1)C(=O)C1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)c2ccc([*:1])cn2)CC1,[H][*:2],F[*:3],[H][*:4],8.947631542
CN1CCN2CCN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CCN2CCN([*:1])CC2C1,Cl[*:2],F[*:3],[H][*:4],8.939807178999999
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)NCCN2CCC2)C(F)=CN=C1,O=C(NCCN1CCC1)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],8.87265118
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCNCC2)C=CN=C1,C1CC(O[*:1])CCN1,[H][*:2],Cl[*:3],[H][*:4],8.851211379
CN1CCC(CC1)C(=O)N1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(C(=O)N2CCC([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],8.833046265
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],Cl[*:3],[H][*:4],8.767682693
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNCC2)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNCC1,Cl[*:2],F[*:3],[H][*:4],8.687177618
CN1CCC(CC1)S(=O)(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(S(=O)(=O)N2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],8.638519274
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCCC2)CC1,F[*:2],F[*:3],[H][*:4],8.635701761
CC(C)N1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)N1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],8.616140875
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCC[C@@H]2C1,C1C[C@@H]2CN([*:1])CCN2C1,[H][*:2],Cl[*:3],[H][*:4],8.586436617
CN(C)CCC1=CN(N=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)CCc1cnn([*:1])c1,[H][*:2],F[*:3],[H][*:4],8.564429255
CN1CC[C@H](C1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC[C@@H](OC2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],8.541862237
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)OCCN2CCCC2)C(F)=CN=C1,C1CCN(CCOC2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],8.536063057
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CN3CCOCC3)CC2)C(F)=CN=C1,C1CN(CC2CCN([*:1])CC2)CCO1,F[*:2],F[*:3],[H][*:4],8.509580182
C[C@@H]1CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],8.49453327
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2C3)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1C2,Cl[*:2],F[*:3],[H][*:4],8.481308721
CN1CCN(C2CC12)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)C2CC21,F[*:2],F[*:3],[H][*:4],8.39722338
CN1CC[C@H](C1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC[C@@H](OC2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],8.379352132000001
CN1CCC(CC1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(C(=O)N2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],8.375013933
CCN1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],8.368723016
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CNC2)C(F)=CN=C1,O=C(C1CNC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],8.360665825
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(N=C1)C(=O)N1CCN(CC1)C1COC1,O=C(c1ccc([*:1])cn1)N1CCN(C2COC2)CC1,[H][*:2],F[*:3],[H][*:4],8.349365186
C[C@H]1CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],8.329913104
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCC2)CC1,F[*:2],F[*:3],[H][*:4],8.325633966
CN(C)CC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)CC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],8.246545568
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2C[C@@]3(CCN3)C2)C=CN=C1,C1C[C@]2(C[C@@H](O[*:1])C2)N1,[H][*:2],Cl[*:3],[H][*:4],8.18342143
CNC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CNC1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],8.111090518
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(C2CC12)C1COC1,C1OCC1N1CCN([*:1])C2CC21,[H][*:2],F[*:3],[H][*:4],8.058228989
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCC2)CC1,F[*:2],F[*:3],[H][*:4],8.045650542
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CC2(COC2)C1,C1CN([*:1])CCC1N1CC2(COC2)C1,[H][*:2],Cl[*:3],[H][*:4],7.991191272999999
COC1CCN(C1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COC1CCN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],7.953254256
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3CNCC3C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2CNCC2C1,F[*:2],F[*:3],[H][*:4],7.948354103
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CC3CCCCN3C2)C(F)=CN=C1,O=C(C1CC2CCCCN2C1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],7.938256536
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2CC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2CC2)CC1,F[*:2],F[*:3],[H][*:4],7.924249287
NCC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,NCC1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],7.896974995
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCC1CC2,C1CN2CCC1N([*:1])CC2,[H][*:2],F[*:3],[H][*:4],7.868279405
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCCC1,C1CCN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],7.846920637999999
CN1CCN2CCN(CC2C1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCN2CCN([*:1])CC2C1,[H][*:2],Cl[*:3],[H][*:4],7.8377299460000005
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCC1CC2,C1CN2CCC1N([*:1])CC2,[H][*:2],Cl[*:3],[H][*:4],7.737176923
CNCCC1=CN(N=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CNCCc1cnn([*:1])c1,[H][*:2],F[*:3],[H][*:4],7.732849344
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CC3(CNC3)C2)C=CN=C1,C1NCC12CC(O[*:1])C2,[H][*:2],Cl[*:3],[H][*:4],7.720564548
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCC11COC1,C1CN([*:1])CCC1N1CCC12COC2,[H][*:2],Cl[*:3],[H][*:4],7.698324953999999
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCC2(COC2)C1,C1CN([*:1])CCC1N1CCC2(COC2)C1,[H][*:2],Cl[*:3],[H][*:4],7.51049485
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],F[*:3],[H][*:4],7.49837345
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2CCC2)CC1,F[*:2],F[*:3],[H][*:4],7.429233393
CN(C)CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],7.4063223339999995
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CN2CCC(F)(F)C2)CC1,FC1(F)CCN(CC2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],7.402182343
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CC[C@H](F)C1,F[C@H]1CCN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],7.357450337
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CN3CCC2CC3)C(F)=CN=C1,O=C(C1CN2CCC1CC2)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],7.2105806889999995
