Candidate,Cell_Viability,Necrosis,Cytoplasm_area,Cell_Death,Nuclei_Area,Bioactivity
Compound_I-G-99,174.7836119,278528.6542,422.1662057,2197.112299,908.3282483,4.094511626
Compound_I-N-153,134.3004367,3131.929284,245.3297818,528.1751613,739.2271655,7.428021445
Compound_I-N-242,429.0516442,N/A,1671.125339,3129.84514,3434.608409,17.67861162
Compound_I-N-245,151.8366953,145578.1024,501.9251038,979.7119462,1284.22286,3.800965801
Compound_I-O-79,45.90434929,312.4606507,62.01017913,80.56857792,197.2283984,2.7231194
Compound_I-G-28,85.90552038,434.7407178,92.34265706,206.9264122,319.983821,1.532370958
Compound_I-N-6,71.67563494,581.33185,103.2119984,140.7584633,341.4494142,2.078448256
Compound_I-N-96,56.66336616,967.2204608,86.36704402,152.2240994,270.1182216,1.872186693
Compound_I-N-110,97.17826957,3233.469275,149.5094013,386.1964725,450.3636326,2.140791608
Compound_I-N-114,87.66254401,791.5473314,126.4589279,162.320793,373.5901299,2.729178113
